candidate_id	callee_spelling	preliminary_disposition	prior_t299_resolution	prior_t299_basis	required_next_action	constraint
"MVDM-FIRST-REBASELINED-007878"	"free"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007879"	"malloc"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007880"	"malloc"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007881"	"CrulesRuntimeError"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007882"	"mask"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007883"	"L23_139if_d"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007884"	"L23_139if_d"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007885"	"CrulesRuntimeError"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007886"	"mask"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007887"	"free"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007888"	"free"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007889"	"malloc"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007890"	"malloc"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007891"	"CrulesRuntimeError"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007892"	"S_2281_CopyBytePlnByPlnUnchained_00000000_0000000e_00000000_00000000"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007893"	"S_2281_CopyBytePlnByPlnUnchained_00000000_0000000e_00000000_00000000"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007894"	"L28_115if_d"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007895"	"L28_115if_d"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007896"	"CrulesRuntimeError"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007897"	"S_2281_CopyBytePlnByPlnUnchained_00000000_0000000e_00000000_00000000"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007898"	"S_2281_CopyBytePlnByPlnUnchained_00000000_0000000e_00000000_00000000"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007899"	"free"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007900"	"free"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007901"	"malloc"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007902"	"malloc"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007903"	"CrulesRuntimeError"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007904"	"S_2282_CopyByte1PlaneUnchained_00000000_0000000e_00000000_00000000"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-007905"	"S_2282_CopyByte1PlaneUnchained_00000000_0000000e_00000000_00000000"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
