symbol	direct_call_site_count	runtime_direct_call_site_count	caller_paths	caller_packages	caller_dispositions	provisional_first_hop	stage1_final_disposition	stage1_owner	stage1_basis	upstream_header_state	upstream_package_roots	upstream_declaration_candidates	next_stage
"ExitThread"	"15"	"14"	"dos/command/cmdexec.c;dos/command/cmdredir.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_thred.c;softpc.new/host/src/nt_timer.c;wow32/wkman.c;wow32/wucomm.c"	"dos;softpc.new;wow32"	"adapter-backed;not-host-runtime;overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"base/ntdll/dbgdllp.h;ds/netapi/svcdlls;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/base;sdktools/windiff/server"	"base/ntdll/dbgdllp.h:75;ds/netapi/svcdlls/msgsvc/server/msrv.h:13;public/sdk/inc/ntdbg.h:207;public/sdk/inc/ntdbg.h:302;public/sdk/inc/ntdbg.h:344;public/sdk/inc/winbase.h:2150;public/sdk/inc/winbase.h:724;sdktools/jetadmin/inc/winbase.h:1865;sdktools/jetadmin/inc/winbase.h:683;sdktools/jetadmin/sdk/inc32/winbase.h:1683;sdktools/jetadmin/sdk/inc32/winbase.h:649;sdktools/wap/base/baseapi.h:85;sdktools/windiff/server/queue.h:104;sdktools/windiff/server/queue.h:143;sdktools/windiff/server/queue.h:195;sdktools/windiff/server/queue.h:99"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"ExitWindows"	"1"	"1"	"wow32/wuman.c"	"wow32"	"overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;windows/core/ntuser"	"admin/netui/common/hack/dos/windows.h:400;com/ole32/olethunk/ole16/inc/windows.h:452;public/sdk/inc/winuser.h:2290;sdktools/jetadmin/inc/winuser.h:2290;sdktools/jetadmin/sdk/inc32/winuser.h:2155;windows/core/ntuser/inc/user.h:2632"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"ExitWindowsEx"	"1"	"1"	"wow32/wuser31.c"	"wow32"	"overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/user;windows/core/ntuser"	"public/sdk/inc/winuser.h:2290;public/sdk/inc/winuser.h:2295;sdktools/jetadmin/inc/winuser.h:2290;sdktools/jetadmin/inc/winuser.h:2295;sdktools/jetadmin/sdk/inc32/winuser.h:2155;sdktools/jetadmin/sdk/inc32/winuser.h:2160;sdktools/wap/user/userapi.h:160;windows/core/ntuser/inc/csrmsg.h:84"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"ExpandEnvironmentStrings"	"3"	"3"	"oemuni/process.c;wow32/wow32.c;wow32/wshell.c"	"oemuni;wow32"	"adapter-backed;overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk"	"public/sdk/inc/winbase.h:4662;public/sdk/inc/winbase.h:4664;sdktools/jetadmin/inc/winbase.h:4100;sdktools/jetadmin/inc/winbase.h:4102;sdktools/jetadmin/sdk/inc32/winbase.h:3914;sdktools/jetadmin/sdk/inc32/winbase.h:3916"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"ExtEscape"	"20"	"20"	"fax/wowfaxui/wowfaxui.c;wow32/wgdi.c;wow32/wgdi31.c"	"fax;wow32"	"adapter-backed;overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"public/internal/printscan;public/internal/windows;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/gdi;windows/core/ntgdi"	"public/internal/printscan/inc/winddiui.h:177;public/internal/printscan/inc/winddiui.h:178;public/internal/printscan/inc/winddiui.h:179;public/internal/windows/inc/gldrv.h:405;public/internal/windows/inc/gldrv.h:418;public/internal/windows/inc/gldrv.h:423;public/internal/windows/inc/gldrv.h:427;public/internal/windows/inc/gldrv.h:434;public/internal/windows/inc/gldrv.h:441;public/internal/windows/inc/winddi.h:420;public/internal/windows/inc/winddi.h:422;public/internal/windows/inc/winddi.h:423;public/internal/windows/inc/winddi.h:424;public/sdk/inc/wingdi.h:2480;sdktools/jetadmin/inc/wingdi.h:2480;sdktools/jetadmin/sdk/inc32/wingdi.h:2473;sdktools/wap/gdi/gdiapi.h:91;windows/core/ntgdi/client/metadef.h:128;windows/core/ntgdi/direct/ddraw/mmdd.h:29"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"ExtFloodFill"	"1"	"1"	"wow32/wgdi.c"	"wow32"	"overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/gdi;windows/core/ntgdi;windows/port1632/preport.h"	"admin/netui/common/hack/dos/windows.h:1579;admin/netui/common/hack/dos/windows.h:1581;com/ole32/olethunk/ole16/inc/windows.h:1633;com/ole32/olethunk/ole16/inc/windows.h:1635;public/sdk/inc/mfc30/afxwin.h:740;public/sdk/inc/mfc40/afxwin.h:844;public/sdk/inc/mfc42/afxwin.h:848;public/sdk/inc/wingdi.h:1578;public/sdk/inc/wingdi.h:2483;sdktools/jetadmin/inc/mfc/inc/afxwin.h:848;sdktools/jetadmin/inc/wingdi.h:1578;sdktools/jetadmin/inc/wingdi.h:2483;sdktools/jetadmin/sdk/inc32/wingdi.h:1564;sdktools/jetadmin/sdk/inc32/wingdi.h:2476;sdktools/wap/gdi/gdiapi.h:92;windows/core/ntgdi/client/metarec.h:183;windows/port1632/preport.h:83"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"ExtractIcon"	"1"	"1"	"wow32/wshell.c"	"wow32"	"adapter-backed"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"com/ole32/ih;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;windows/mfc/src40;windows/mfc/src42"	"com/ole32/ih/ole2com.h:973;com/ole32/ih/ole2com.h:974;com/ole32/olethunk/ole16/inc/shellapi.h:66;public/sdk/inc/mfc40/afxcmn.h:710;public/sdk/inc/mfc42/afxcmn.h:710;public/sdk/inc/shellapi.h:80;public/sdk/inc/shellapi.h:82;public/sdk/inc/shlobj.h:583;public/sdk/inc/shlobj.h:669;sdktools/jetadmin/inc/shellapi.h:80;sdktools/jetadmin/inc/shlobj.h:583;sdktools/jetadmin/inc/shlobj.h:669;sdktools/jetadmin/sdk/inc32/shellapi.h:80;sdktools/jetadmin/sdk/inc32/shellapi.h:82;windows/mfc/src40/commimpl.h:385;windows/mfc/src40/commimpl.h:496;windows/mfc/src40/commimpl.h:531;windows/mfc/src42/commimpl.h:390;windows/mfc/src42/commimpl.h:501;windows/mfc/src42/commimpl.h:537"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"ExtTextOut"	"2"	"1"	"vdmutils/pifedit/pifedit.c;wow32/wgtext.c"	"vdmutils;wow32"	"overlay-required;tool-only"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"admin/netui/common;com/ole32/olethunk;com/oleaut32/typelib;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk"	"admin/netui/common/hack/dos/windows.h:1602;com/ole32/olethunk/ole16/inc/windows.h:1656;com/oleaut32/typelib/obwlm.h:105;public/sdk/inc/mfc30/afxwin.h:753;public/sdk/inc/mfc40/afxext.h:861;public/sdk/inc/mfc40/afxext.h:863;public/sdk/inc/mfc40/afxpriv.h:310;public/sdk/inc/mfc40/afxwin.h:857;public/sdk/inc/mfc40/afxwin.h:859;public/sdk/inc/mfc42/afxext.h:865;public/sdk/inc/mfc42/afxext.h:867;public/sdk/inc/mfc42/afxpriv.h:277;public/sdk/inc/mfc42/afxwin.h:861;public/sdk/inc/mfc42/afxwin.h:863;public/sdk/inc/wingdi.h:2974;public/sdk/inc/wingdi.h:2976;sdktools/jetadmin/inc/wingdi.h:2974;sdktools/jetadmin/inc/wingdi.h:2976;sdktools/jetadmin/sdk/inc32/wingdi.h:2965;sdktools/jetadmin/sdk/inc32/wingdi.h:2967"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"fabs"	"1"	"0"	"softpc.new/base/ccpu386/fpu.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-upstream-header-candidate"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"FastEnterPm"	"1"	"0"	"v86/monitor/i386/monitor.c"	"v86"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"FastWOWCallbackCall"	"4"	"4"	"wow32/wcall16.c;wow32/wkman.c"	"wow32"	"overlay-required"	"unresolved-direct-call"	"selected-mvdm-internal-or-adapter-contract"	"selected MVDM owner package / adapter-mvdm-host-out"	"same selected MVDM package or its admitted same-shaped adapter contract"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"FatalError"	"2"	"0"	"softpc.new/base/ccpu386/ccpupig.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"upstream-header-candidates-found"	"sdktools/drwatson/include;sdktools/instaler/instutil.h;sdktools/regini/regutil.h;sdktools/slmnew/slm;sdktools/slmnew/util"	"sdktools/drwatson/include/proto.h:27;sdktools/instaler/instutil.h:54;sdktools/regini/regutil.h:67;sdktools/slmnew/slm/proto.h:285;sdktools/slmnew/util/setup/setup.h:405"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"fclose"	"28"	"4"	"softpc.new/base/bios/emm_fncs.c;softpc.new/base/comms/com.c;softpc.new/base/debug/btrace.c;softpc.new/base/debug/pigyoda.c;softpc.new/base/debug/profile.c;softpc.new/base/debug/trace.c;softpc.new/base/debug/yoda.c;softpc.new/base/video/ega_trcr.c;softpc.new/convert/convert.c;softpc.new/dat2obj/dat2obj.c;softpc.new/debugger/vdmdebug.c;softpc.new/host/src/nt_vflop.c;softpc.new/host/src/stf_conf.c;vdmredir/vrdll.c"	"softpc.new;vdmredir"	"adapter-backed;firmware-only;not-host-runtime;tool-only"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;public/sdk/inc;sdktools/clearmem/clearmem.h;sdktools/creatfil/creatfil.h;sdktools/jetadmin/cola.sdk;sdktools/restools/rltools;sdktools/vctools/link;sdktools/vctools/pdb;sdktools/wap/crtdll"	"base/crts/crtw32/h/stdio.h:463;base/crts/crtw32/h/stdio.h:648;base/crts/libw32/include/stdio.h:322;com/ole32/olethunk/ole16/inc/stdio.h:209;public/sdk/inc/crt/stdio.h:322;sdktools/clearmem/clearmem.h:62;sdktools/creatfil/creatfil.h:44;sdktools/jetadmin/cola.sdk/inc/trace.h:67;sdktools/jetadmin/cola.sdk/inc/trace.h:68;sdktools/jetadmin/cola.sdk/inc/trace.h:69;sdktools/jetadmin/cola.sdk/inc/trace.h:70;sdktools/jetadmin/cola.sdk/inc/trace.h:71;sdktools/jetadmin/cola.sdk/inc/trace.h:72;sdktools/restools/rltools/common/dosdefs.h:80;sdktools/restools/rltools/common/windefs.h:49;sdktools/restools/rltools/common/windefs.h:50;sdktools/vctools/link/coff/log.h:63;sdktools/vctools/link/coff/log.h:74;sdktools/vctools/pdb/mre/mrelog.h:102;sdktools/wap/crtdll/crtapi.h:213"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"fflush"	"11"	"0"	"softpc.new/base/bios/emm_fncs.c;softpc.new/base/debug/pigyoda.c;softpc.new/base/debug/profile.c;softpc.new/base/debug/yoda.c;softpc.new/base/system/cmos.c"	"softpc.new"	"firmware-only;not-host-runtime;tool-only"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"upstream-header-candidates-found"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;ds/netapi/svcdlls;public/sdk/inc;sdktools/clearmem/clearmem.h;sdktools/jetadmin/inc;sdktools/restools/rltools;sdktools/vctools/pmake;sdktools/vctools/rcdll;sdktools/wap/crtdll"	"base/crts/crtw32/h/assert.h:14;base/crts/crtw32/h/file2.h:30;base/crts/crtw32/h/stdio.h:474;base/crts/crtw32/h/stdio.h:649;base/crts/crtw32/h/win32s.h:869;base/crts/libw32/include/stdio.h:333;com/ole32/olethunk/ole16/inc/stdio.h:214;ds/netapi/svcdlls/browser/browtest/src/browtest.h:119;ds/netapi/svcdlls/browser2/browtest/browtest.h:119;public/sdk/inc/crt/stdio.h:333;sdktools/clearmem/clearmem.h:64;sdktools/jetadmin/inc/stdio.h:337;sdktools/restools/rltools/common/dosdefs.h:80;sdktools/vctools/pmake/inc/assertm.h:12;sdktools/vctools/pmake/inc/assertm.h:31;sdktools/vctools/rcdll/rc.h:777;sdktools/wap/crtdll/crtapi.h:216"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"fgetc"	"2"	"1"	"softpc.new/convert/convert.c;softpc.new/host/src/fprt.c"	"softpc.new"	"adapter-backed;tool-only"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"base/crts/crtw32;base/crts/libw32;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/cola.sdk;sdktools/jetadmin/inc;sdktools/vctools/contents;sdktools/wap/crtdll"	"base/crts/crtw32/h/stdio.h:475;base/crts/crtw32/h/tchar.h:522;base/crts/libw32/include/stdio.h:334;base/crts/libw32/include/tchar.h:445;com/ole32/olethunk/ole16/inc/stdio.h:215;com/ole32/olethunk/ole16/inc/tchar.h:284;public/sdk/inc/crt/stdio.h:334;public/sdk/inc/crt/tchar.h:445;sdktools/jetadmin/cola.sdk/hprrm/nfsalias.h:170;sdktools/jetadmin/inc/stdio.h:338;sdktools/jetadmin/inc/tchar.h:463;sdktools/vctools/contents/tchar.h:278;sdktools/wap/crtdll/crtapi.h:217"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"FIELD_OFFSET"	"7"	"4"	"bde/bdeutil.c;dbg/dbg.c;vdmexts/util.c;wow32/wow32.c;wow32/wsubcls.c;wow32/wucomm.c"	"bde;dbg;vdmexts;wow32"	"overlay-required;tool-only"	"non-mvdm-owner-resolution-required"	"macro-or-function-pointer-contract"	"selected MVDM declaration/context"	"source expression is a macro or function-pointer invocation, not a new package import"	"upstream-header-candidates-found"	"base/ntos/inc;base/ntos/io;base/win32/winnls;com/oleaut32/typelib;ds/netapi/svcdlls;net/sockets/winsock2.nt5;windows/core/ntuser"	"base/ntos/inc/x86.h:934;base/ntos/io/pnpmgr/pnpmgrp.h:1106;base/win32/winnls/nls.h:181;base/win32/winnls/nlstrans/nlstrans.h:755;base/win32/winnls/nlstrans/nlstrans.h:759;com/oleaut32/typelib/ntimage.h:234;ds/netapi/svcdlls/nwsap/server/nwsapp.h:137;ds/netapi/svcdlls/nwsap/server/nwsapp.h:154;net/sockets/winsock2.nt5/dll/include/llist.h:75;net/sockets/winsock2.nt5/dll/include/llist.h:79;net/sockets/winsock2.nt5/dll/ws2_rp/msrlsp/llist.h:58;net/sockets/winsock2.nt5/dll/ws2_rp/msrlsp/llist.h:62;windows/core/ntuser/inc/ntcb.h:1820;windows/core/ntuser/inc/ntcftxt.h:1194;windows/core/ntuser/inc/ntcftxt.h:1199;windows/core/ntuser/inc/ntcftxt.h:1204;windows/core/ntuser/inc/ntcftxt.h:1234;windows/core/ntuser/inc/user.h:228;windows/core/ntuser/inc/user.h:229;windows/core/ntuser/kdexts/process.h:23"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"FieldFloppyInterrupts"	"1"	"0"	"softpc.new/base/disks/floppy.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"no-non-mvdm-header-candidate; macro/CRT/Win32/import/assembly/or-unresolved"	""	""	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"FileTimeToDosDateTime"	"5"	"5"	"dos/dem/demfcb.c;dos/dem/demhndl.c;dos/dem/demsrch.c;wow32/wkfileio.c"	"dos;wow32"	"adapter-backed;overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/base;shell/shell32/os.h"	"com/ole32/olethunk/ole16/inc/ole2anac.h:11;public/sdk/inc/mapiwin.h:375;public/sdk/inc/ole2anac.h:11;public/sdk/inc/winbase.h:3218;sdktools/jetadmin/inc/mapiwin.h:375;sdktools/jetadmin/inc/winbase.h:2849;sdktools/jetadmin/sdk/inc32/mapiwin.h:363;sdktools/jetadmin/sdk/inc32/winbase.h:2757;sdktools/wap/base/baseapi.h:91;shell/shell32/os.h:14"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"FileTimeToLocalFileTime"	"5"	"5"	"dos/dem/demfcb.c;dos/dem/demhndl.c;dos/dem/demsrch.c;wow32/wkfileio.c"	"dos;wow32"	"adapter-backed;overlay-required"	"public-api-or-crt-binding-candidate"	"public-win32-or-crt-binding"	"adapter-mvdm-host-out/win32"	"public API/CRT contract; same-shaped binding is sufficient unless its ABI audit records otherwise"	"upstream-header-candidates-found"	"public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/base"	"public/sdk/inc/mapiwin.h:370;public/sdk/inc/winbase.h:3186;sdktools/jetadmin/inc/mapiwin.h:370;sdktools/jetadmin/inc/winbase.h:2817;sdktools/jetadmin/sdk/inc32/mapiwin.h:358;sdktools/jetadmin/sdk/inc32/winbase.h:2725;sdktools/wap/base/baseapi.h:92"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
"FillConsoleOutputAttribute"	"2"	"0"	"softpc.new/host/src/nt_graph.c"	"softpc.new"	"not-host-runtime"	"not-host-runtime-source-only"	"not-host-runtime-source-only"	"none"	"caller files are selected as tool-only, guest-only, firmware-only or not-host-runtime"	"upstream-header-candidates-found"	"public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk;sdktools/wap/base"	"public/sdk/inc/wincon.h:425;sdktools/jetadmin/inc/wincon.h:425;sdktools/jetadmin/sdk/inc32/wincon.h:425;sdktools/wap/base/baseapi.h:94"	"resolve exact declaration/import definition and final owner; do not expand every header co-location"
